date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:56:18	20180/20180	---MC-	200	added ('OK')	text/html	date:Mon,%2004%20Jan%202021%2009:56:15%20GMT	http://quantum-holopedia.firmy.net/opis-dzialalnosci.html	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/quantum-holopedia.firmy.net/opis-dzialalnosci.html	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:18	18843/18843	---MC-	200	added ('OK')	text/html	date:Mon,%2004%20Jan%202021%2009:56:16%20GMT	http://quantum-holopedia.firmy.net/specjalizacje-i-marki.html	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/quantum-holopedia.firmy.net/specjalizacje-i-marki.html	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:20	24097/24097	---MC-	200	added ('OK')	text/html	date:Mon,%2004%20Jan%202021%2009:56:18%20GMT	http://quantum-holopedia.firmy.net/galeria.html	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/quantum-holopedia.firmy.net/galeria.html	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:21	30473/30473	---MC-	200	added ('OK')	text/html	date:Mon,%2004%20Jan%202021%2009:56:18%20GMT	http://quantum-holopedia.firmy.net/kontakt.html	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/quantum-holopedia.firmy.net/kontakt.html	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:21	82/82	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/pixel-gray.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/pixel-gray.png	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:24	14406/14406	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Mar%202016%2018:16:09%20GMT	http://i.st-firmy.net/998h7sm/trening-i-terapia-eeg-biofeedback-dr-tadeusz-habdank-wojewodzki-graphene-quantec.jpg	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/i.st-firmy.net/998h7sm/trening-i-terapia-eeg-biofeedback-dr-tadeusz-habdank-wojewodzki-graphene-quantec.jpg	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:25	90244/90244	---M--	200	added ('OK')	application/javascript	date:Tue,%2025%20Feb%202020%2008:14:48%20GMT	http://s.st-firmy.net/firmy/js/card,13fa8700f8e.js	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/js/card,13fa8700f8e.js	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:25	25480/25480	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/layouts/fotos/14.jpg	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/layouts/fotos/14.jpg	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:27	31073/31073	---MC-	200	added ('OK')	text/html	date:Mon,%2004%20Jan%202021%2009:56:24%20GMT	http://quantum-holopedia.firmy.net/trening-i-terapia-eeg-biofeedback,VS5R.html	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/quantum-holopedia.firmy.net/trening-i-terapia-eeg-biofeedback,VS5R.html	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:28	24881/24881	---MC-	200	added ('OK')	text/html	date:Mon,%2004%20Jan%202021%2009:56:25%20GMT	http://quantum-holopedia.firmy.net/biorezonans-healy,VS5X.html	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/quantum-holopedia.firmy.net/biorezonans-healy,VS5X.html	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:30	14793/14793	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Apr%202019%2021:02:43%20GMT	http://i.st-firmy.net/9qqsgvm/eeg-biofeedback-quantum-holopedia.jpg	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/i.st-firmy.net/9qqsgvm/eeg-biofeedback-quantum-holopedia.jpg	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:30	22168/22168	---MC-	200	added ('OK')	text/html	date:Mon,%2004%20Jan%202021%2009:56:28%20GMT	http://quantum-holopedia.firmy.net/eeg-biofeedback,557S.html	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/quantum-holopedia.firmy.net/eeg-biofeedback,557S.html	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:30	29490/29490	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Nov%202019%2014:31:11%20GMT	http://i.st-firmy.net/9qw9bhm/quantum-holopedia-krakow-biorezonans-healy.jpg	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/i.st-firmy.net/9qw9bhm/quantum-holopedia-krakow-biorezonans-healy.jpg	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:32	22034/22034	---MC-	200	added ('OK')	text/html	date:Mon,%2004%20Jan%202021%2009:56:30%20GMT	http://quantum-holopedia.firmy.net/eeg-biofeedback-i-biorezonans-healy,MSSM.html	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/quantum-holopedia.firmy.net/eeg-biofeedback-i-biorezonans-healy,MSSM.html	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:34	14919/14919	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Feb%202020%2009:33:22%20GMT	http://i.st-firmy.net/9qwftrm/eeg-biofeedback-i-biorezonans-healy-quantum-holopedia.jpg	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/i.st-firmy.net/9qwftrm/eeg-biofeedback-i-biorezonans-healy-quantum-holopedia.jpg	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:34	21175/21175	---MC-	200	added ('OK')	text/html	date:Mon,%2004%20Jan%202021%2009:56:31%20GMT	http://quantum-holopedia.firmy.net/healy-bioresonance,MYR2.html	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/quantum-holopedia.firmy.net/healy-bioresonance,MYR2.html	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:34	19901/19901	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202020%2021:27:27%20GMT	http://i.st-firmy.net/9qwpkfm/healy-bioresonance-krakow.jpg	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/i.st-firmy.net/9qwpkfm/healy-bioresonance-krakow.jpg	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:36	10024/10024	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Nov%202019%2018:45:42%20GMT	http://i.st-firmy.net/9qw9hmm/biorezonatory-quantum-holopedia.jpg	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/i.st-firmy.net/9qw9hmm/biorezonatory-quantum-holopedia.jpg	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:36	21401/21401	---MC-	200	added ('OK')	text/html	date:Mon,%2004%20Jan%202021%2009:56:34%20GMT	http://quantum-holopedia.firmy.net/biorezonatory,MW7R.html	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/quantum-holopedia.firmy.net/biorezonatory,MW7R.html	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:39	24306/24306	---MC-	200	added ('OK')	text/html	date:Mon,%2004%20Jan%202021%2009:56:36%20GMT	http://quantum-holopedia.firmy.net/holobiofeedback,5732.html	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/quantum-holopedia.firmy.net/holobiofeedback,5732.html	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:39	20400/20400	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20May%202019%2013:26:44%20GMT	http://i.st-firmy.net/9qqdcym/holobiofeedback-quantum-holopedia.jpg	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/i.st-firmy.net/9qqdcym/holobiofeedback-quantum-holopedia.jpg	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:39	20460/20460	---MC-	200	added ('OK')	text/html	date:Mon,%2004%20Jan%202021%2009:56:36%20GMT	http://quantum-holopedia.firmy.net/urzadzenia-healy.html	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/quantum-holopedia.firmy.net/urzadzenia-healy.html	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:41	190754/190754	---M--	200	added ('OK')	application/javascript	date:Tue,%2025%20Feb%202020%2008:14:49%20GMT	http://s.st-firmy.net/firmy/js/cold,1bd2719f057.js	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/js/cold,1bd2719f057.js	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:41	23564/23564	---MC-	200	added ('OK')	text/html	date:Mon,%2004%20Jan%202021%2009:56:39%20GMT	http://quantum-holopedia.firmy.net/terapie.html	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/quantum-holopedia.firmy.net/terapie.html	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:42	13907/13907	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Jun%202016%2017:20:23%20GMT	http://i.st-firmy.net/99bvxfm/siedziba.jpg	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/i.st-firmy.net/99bvxfm/siedziba.jpg	(from http://quantum-holopedia.firmy.net/produkty-i-uslugi.html)
10:56:43	8217/8217	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/cards/business/sprite-icons-deals.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/cards/business/sprite-icons-deals.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:43	104/104	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/bullet-f.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/bullet-f.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:43	16557/16557	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/cards/business/sprite-buttons.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/cards/business/sprite-buttons.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:43	111/111	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/bullet-f@2x.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/bullet-f@2x.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:44	1149/1149	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/logo.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/logo.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:44	29032/29032	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/cards/business/sprite-icons_03.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/cards/business/sprite-icons_03.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:44	70/70	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/references/dialog-bg.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/references/dialog-bg.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:46	6640/6640	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/references/temp/template-02-top.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/references/temp/template-02-top.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:47	6640/6640	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:10%20GMT	http://s.st-firmy.net/gfx/references/temp/template-02-top.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/gfx/references/temp/template-02-top.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:48	1938/1938	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/references/temp/template-03-top.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/references/temp/template-03-top.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:48	36273/36273	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/cards/business/sprite-buttons@2x.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/cards/business/sprite-buttons@2x.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:48	1938/1938	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:10%20GMT	http://s.st-firmy.net/gfx/references/temp/template-03-top.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/gfx/references/temp/template-03-top.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:49	2006/2006	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/references/temp/template-04-top.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/references/temp/template-04-top.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:49	2006/2006	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:10%20GMT	http://s.st-firmy.net/gfx/references/temp/template-04-top.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/gfx/references/temp/template-04-top.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:49	35184/35184	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/references/buttons-sprite.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/references/buttons-sprite.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:50	4178/4178	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/references/temp/template-06-top.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/references/temp/template-06-top.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:50	4178/4178	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:10%20GMT	http://s.st-firmy.net/gfx/references/temp/template-06-top.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/gfx/references/temp/template-06-top.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:50	10008/10008	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/references/temp/template-05-top.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/references/temp/template-05-top.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:51	6317/6317	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/references/temp/template-07-top.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/references/temp/template-07-top.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:51	6317/6317	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:10%20GMT	http://s.st-firmy.net/gfx/references/temp/template-07-top.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/gfx/references/temp/template-07-top.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:52	4235/4235	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/references/temp/template-08-top.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/references/temp/template-08-top.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:52	4235/4235	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:10%20GMT	http://s.st-firmy.net/gfx/references/temp/template-08-top.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/gfx/references/temp/template-08-top.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:52	1947/1947	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/cards/business/marker.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/cards/business/marker.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:52	70/70	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/cards/business/pixel-gray70.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/cards/business/pixel-gray70.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:52	5879/5879	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/cards/wpis/mapa.jpg	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/cards/wpis/mapa.jpg	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:52	82/82	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/cards/business/pixel-gray.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/cards/business/pixel-gray.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:52	84489/84489	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/cards/business/sprite-icons_03@2x.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/cards/business/sprite-icons_03@2x.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:53	365/365	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/bullet-info.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/bullet-info.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:53	122/122	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/bullet-orange-dot.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/bullet-orange-dot.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:53	86/86	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/cards/business/bullet-a.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/cards/business/bullet-a.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:53	101/101	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/cards/business/bullet-a@2x.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/cards/business/bullet-a@2x.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:54	16582/16582	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/sprite-buttons.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/sprite-buttons.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:54	85/85	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/cards/business/bullet-f.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/cards/business/bullet-f.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
10:56:55	86/86	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Feb%202019%2013:40:18%20GMT	http://s.st-firmy.net/firmy/gfx/bullet-a.png	C:/Users/TimeWaver%20User/Videos/HolonIQ/firmz%20QH%20PiU/s.st-firmy.net/firmy/gfx/bullet-a.png	(from http://s.st-firmy.net/firmy/css/desktop-business,a7d010f1463.css)
